username,timestamp_text,comment_text,cleaned_tokens
@ElliElli4390,1 year ago,"4:44 props to the artists for this shot. It was so effective at conveying the complexity of the hyper-torus, that trying to wrap my head around the concept and the visual at the same time gave me literal vertigo hahaha xD 137 2 replies","['prop', 'artist', 'shot', 'effective', 'conveying', 'complexity', 'hypertorus', 'trying', 'wrap', 'head', 'around', 'concept', 'visual', 'time', 'gave', 'literal', 'vertigo', 'hahaha', 'reply']"
@robertaylor9218,1 year ago,"I think this will help with a lot of the cosmology questions my 9 year hits me with. The thing is kids do ask good questions, but the instinct to ask them to stop when they expose to you the limits of your knowledge, understanding, and even vague ideas is really strong. 136 10 replies","['think', 'help', 'lot', 'cosmology', 'question', 'year', 'hit', 'thing', 'kid', 'ask', 'good', 'question', 'instinct', 'ask', 'stop', 'expose', 'limit', 'knowledge', 'understanding', 'even', 'vague', 'idea', 'really', 'strong', 'reply']"
@stormfire451,4 months ago,"I am so glad you addressed the ""infinity time ≠ gurrenteed"" properly 7:14 1","['glad', 'addressed', 'infinity', 'time', 'gurrenteed', 'properly']"
@ThijsSchnater,1 year ago,"I remember being around 10 years old, lying awake at night thinking about what the edge of the universe could possible be like, if there even could be an edge, and what there was before anything. It kinda propelled my brain into a spiral, and made me feel really small and insignificant. At first that really frightened me and made me feel down, now it’s something that actually helps me live my life more purposeful and in accordance with what I believe to be important. Because I’m small and just a speck of miniature, unobservable dust in the fabric of past and future time I tend to not make my daily struggles any bigger than they actually are. So somewhat of a positive nihilist. Loving the video! It answered all and no questions at the same time. 153 6 replies","['remember', 'around', 'year', 'old', 'lying', 'awake', 'night', 'thinking', 'edge', 'universe', 'could', 'possible', 'like', 'even', 'could', 'edge', 'anything', 'kinda', 'propelled', 'brain', 'spiral', 'made', 'feel', 'really', 'small', 'insignificant', 'first', 'really', 'frightened', 'made', 'feel', 'something', 'actually', 'help', 'live', 'life', 'purposeful', 'accordance', 'believe', 'important', 'small', 'speck', 'miniature', 'unobservable', 'dust', 'fabric', 'past', 'future', 'time', 'tend', 'make', 'daily', 'struggle', 'bigger', 'actually', 'somewhat', 'positive', 'nihilist', 'loving', 'video', 'answered', 'question', 'time', 'reply']"
@Thrillhou,1 year ago,"Half an hour ago, a package arrived for me. It contained a surprise gift--- a funny hat. I immediately put it on, and went about my day. And then I watched this, and it was a VERY SURREAL EXPERIENCE. I was perfectly willing to accept that i had an exact double somewhere out in the infinite universe,  in the rick and morty citadel kind of sense, but it was mind-opening to realize that i might be one of the novelty versions.  That honestly would explain so much about my life. 267 10 replies","['half', 'hour', 'ago', 'package', 'arrived', 'contained', 'surprise', 'gift', 'funny', 'hat', 'immediately', 'put', 'went', 'day', 'watched', 'surreal', 'experience', 'perfectly', 'willing', 'accept', 'exact', 'double', 'somewhere', 'infinite', 'universe', 'rick', 'morty', 'citadel', 'kind', 'sense', 'mindopening', 'realize', 'might', 'one', 'novelty', 'version', 'honestly', 'would', 'explain', 'much', 'life', 'reply']"
@iagmusicandflying,1 year ago,"When I start considering the enormity and the general weirdness of the universe, I'm comforted by the words of Douglas Adams: “There is a theory which states that if ever anyone discovers exactly what the Universe is for and why it is here, it will instantly disappear and be replaced by something even more bizarre and inexplicable. There is another theory which states that this has already happened.” 265 3 replies","['start', 'considering', 'enormity', 'general', 'weirdness', 'universe', 'comforted', 'word', 'douglas', 'adam', 'theory', 'state', 'ever', 'anyone', 'discovers', 'exactly', 'universe', 'instantly', 'disappear', 'replaced', 'something', 'even', 'bizarre', 'inexplicable', 'another', 'theory', 'state', 'already', 'happened', 'reply']"
@masondunlop9939,2 days ago,The ice cream freaked me out more than anything like that’s so much ice cream,"['ice', 'cream', 'freaked', 'anything', 'like', 'thats', 'much', 'ice', 'cream']"
@always-yours-xD,1 year ago,"The idea of an edge or boundary is quiet interesting ,it arises from our tendency to think of space as a container that can be filled, but in the context of an infinite universe, there's no container—space itself is unbounded and limitless. 339 16 replies","['idea', 'edge', 'boundary', 'quiet', 'interesting', 'arises', 'tendency', 'think', 'space', 'container', 'filled', 'context', 'infinite', 'universe', 'there', 'containerspace', 'unbounded', 'limitless', 'reply']"
@SubTonic,1 year ago,"I play Space Engine sometimes, and one of the most memorable moments for me was traveling to the edge of the known universe, looking back at the dense ball of galaxies and the program immediately crashing from the sheer load of it. 143 4 replies","['play', 'space', 'engine', 'sometimes', 'one', 'memorable', 'moment', 'traveling', 'edge', 'known', 'universe', 'looking', 'back', 'dense', 'ball', 'galaxy', 'program', 'immediately', 'crashing', 'sheer', 'load', 'reply']"
@LordSalt,1 year ago,This is hands down one of the best channels I've found on YouTube 133 4 replies,"['hand', 'one', 'best', 'channel', 'ive', 'found', 'youtube', 'reply']"
@hanchen267,4 days ago,I don't know what's scarier Both seem equally terrifying,"['dont', 'know', 'whats', 'scarier', 'seem', 'equally', 'terrifying']"
@moharassmi8729,1 year ago,"9:39 “Kris, Get The Banana” “Potassium” 207 6 replies","['kris', 'get', 'banana', 'potassium', 'reply']"
@waspberry4318,1 year ago,"It's the ""is the earth round?"" from our ancestors' situation all over again 💀 43 3 replies","['earth', 'round', 'ancestor', 'situation', 'reply']"
@ThatsWhatSheSaid4409,3 weeks ago,I am so unbelievably impossibly stupidly amazingly confused. absolute cinema 1,"['unbelievably', 'impossibly', 'stupidly', 'amazingly', 'confused', 'absolute', 'cinema']"
@musiccrusader1353,1 year ago,"It’s funny that as I was watching this video, I took a second to realize, that the bed I’m lying on and the house I’m in, is part of this seemingly infinite universe and how ridiculously non important we are, but yet this is what we have and what we care about. Is there really a universe, when all we see right now is the room were in and the sky we see? We know there is, but we don’t know anything about it, but yet we’re still a part of it. Really shows how little we actually know about everything. It really gave a whole new meaning to “I know that I know nothing” 91 3 replies","['funny', 'watching', 'video', 'took', 'second', 'realize', 'bed', 'lying', 'house', 'part', 'seemingly', 'infinite', 'universe', 'ridiculously', 'non', 'important', 'yet', 'care', 'really', 'universe', 'see', 'right', 'room', 'sky', 'see', 'know', 'dont', 'know', 'anything', 'yet', 'still', 'part', 'really', 'show', 'little', 'actually', 'know', 'everything', 'really', 'gave', 'whole', 'new', 'meaning', 'know', 'know', 'nothing', 'reply']"
@Kramchuck,1 year ago,6:55 love the Rick and Morty reference 57 5 replies,"['love', 'rick', 'morty', 'reference', 'reply']"
@Finnhaxl,1 year ago,"05:21 missed opportunity ""We donut know"" 27","['missed', 'opportunity', 'donut', 'know']"
@Buboon08,4 months ago (edited),6:34  it started the process of entropy* I hate when these are used interchangeably. 1,"['started', 'process', 'entropy', 'hate', 'used', 'interchangeably']"
@eniyant5494,1 year ago,The soundtrack is just terrific. It builds up the momentum at the end where things are starting to get crazier and the soundtrack was phenomenal 265,"['soundtrack', 'terrific', 'build', 'momentum', 'end', 'thing', 'starting', 'get', 'crazier', 'soundtrack', 'phenomenal']"
@sasspressopolio,1 year ago,"I'd like to take a moment to appreciate the artists on this channel. Some of these concepts are impossible to visualize, and yet they still try to represent it in an accurate way. This helps me especially, because I'm a visual learner. I also appreciate the usage of analogies to help people understand better. :-) 200","['like', 'take', 'moment', 'appreciate', 'artist', 'channel', 'concept', 'impossible', 'visualize', 'yet', 'still', 'try', 'represent', 'accurate', 'way', 'help', 'especially', 'visual', 'learner', 'also', 'appreciate', 'usage', 'analogy', 'help', 'people', 'understand', 'better']"
@xmysticmushroomx,1 year ago,"the part about infinitely recurring things reminds me of something i heard a long time ago: if you put and apple in a box for eternity, the particles will rearrange themselves in every possible way until you end up with the same apple! 137 7 replies","['part', 'infinitely', 'recurring', 'thing', 'reminds', 'something', 'heard', 'long', 'time', 'ago', 'put', 'apple', 'box', 'eternity', 'particle', 'rearrange', 'every', 'possible', 'way', 'end', 'apple', 'reply']"
@ForrestRamsey-w4q,3 months ago,What of matter is finite but space isn’t? As in the universe is infinitely empty but full in a finite space 1,"['matter', 'finite', 'space', 'isnt', 'universe', 'infinitely', 'empty', 'full', 'finite', 'space']"
@bluesheepredanimationskind7690,1 year ago,This type of philosophy and questioning of reality is absolutely straight down my alley I'm writing down all of these ideas the whole time while watching this my brain was vibrating with intrigue 104 5 replies,"['type', 'philosophy', 'questioning', 'reality', 'absolutely', 'straight', 'alley', 'writing', 'idea', 'whole', 'time', 'watching', 'brain', 'vibrating', 'intrigue', 'reply']"
@5SenseGames,11 months ago,"2:34 ""The universe is not like the skin of an orange."" Me, not with them: ""Gotcha, I'm with you."" 53","['universe', 'like', 'skin', 'orange', 'gotcha']"
@aamirrazak3467,1 year ago (edited),The scale of the universe and the cosmos is truly astounding 92 1 reply,"['scale', 'universe', 'cosmos', 'truly', 'astounding', 'reply']"
@ImagineScience-r9q,3 days ago,Is there really a multiverse? a second you?,"['really', 'multiverse', 'second']"
@mightnare3237,1 year ago (edited),9:30 I've never heard Steve Taylor sighing. Didn't know I needed it 74 4 replies,"['ive', 'never', 'heard', 'steve', 'taylor', 'sighing', 'didnt', 'know', 'needed', 'reply']"
@JoshDisher,1 year ago,"This channel should be shown in every Highschool on the planet... I'm 47, and if we had this channel when I was a freshman in 1992, there'd probably be a colony on Mars by now. This channel has the power to change the world, and that's not an exaggeration. 80 3 replies","['channel', 'shown', 'every', 'highschool', 'planet', 'channel', 'freshman', 'thered', 'probably', 'colony', 'mar', 'channel', 'power', 'change', 'world', 'thats', 'exaggeration', 'reply']"
@huy4957,1 year ago,"The art direction here is so good, so much different scenes with varying styles and it doesnt ever feel boring or repetetive, it  takes concepts and expands it, just like the universe. Neat fun fact while im here : Astronauts took their name from latin : ""Astro"" meaning stars and ""nautical"" meaning sailor, so the full name means ""Star-Sailor"" so maybe that's what influenced the visuals here ! its so neat and such a nice image and its executed so nicely, much love! 208 3 replies","['art', 'direction', 'good', 'much', 'different', 'scene', 'varying', 'style', 'doesnt', 'ever', 'feel', 'boring', 'repetetive', 'take', 'concept', 'expands', 'like', 'universe', 'neat', 'fun', 'fact', 'astronaut', 'took', 'name', 'latin', 'astro', 'meaning', 'star', 'nautical', 'meaning', 'sailor', 'full', 'name', 'mean', 'starsailor', 'maybe', 'thats', 'influenced', 'visuals', 'neat', 'nice', 'image', 'executed', 'nicely', 'much', 'love', 'reply']"
@randomentity2021,2 weeks ago,"There’s also a paradox of a finite universe, which I’d be interested to see a video on. The paradox is the same as the logic of an infinite universe: if the conditions for the Big Bang can exist, then if you expand far enough, you might have the conditions for another big bang. Even with the concept of a heat death, the idea of there only being a single universe in.. ‘whatever existence is’, assumes that we’re truly special, which as we know isn’t the case in a universe with repeatable functions and conditions.","['there', 'also', 'paradox', 'finite', 'universe', 'interested', 'see', 'video', 'paradox', 'logic', 'infinite', 'universe', 'condition', 'big', 'bang', 'exist', 'expand', 'far', 'enough', 'might', 'condition', 'another', 'big', 'bang', 'even', 'concept', 'heat', 'death', 'idea', 'single', 'universe', 'whatever', 'existence', 'assumes', 'truly', 'special', 'know', 'isnt', 'case', 'universe', 'repeatable', 'function', 'condition']"
