username,timestamp_text,comment_text,cleaned_tokens
@lordmpfree4564,4 months ago,"Why is it that at the edge of the universe reality just stops? Can't it just be that there simply isn't any matter ""beyond the universe"", so it's just dark and empty 2","['edge', 'universe', 'reality', 'stop', 'cant', 'simply', 'isnt', 'matter', 'beyond', 'universe', 'dark', 'empty']"
@drkpaladin777,1 year ago,"Even if the universe is finite, time stretches ahead and behind this moment infinitely. 🤯 44 6 replies","['even', 'universe', 'finite', 'time', 'stretch', 'ahead', 'behind', 'moment', 'infinitely', 'reply']"
@TheVideoVaultStories,1 year ago,The animation style is unmatched anywhere! 👏👏 93,"['animation', 'style', 'unmatched', 'anywhere']"
@JakeSulinjr,1 year ago,"Stay up, stay blessed, Kurzgesagt. 🙌 77 3 replies","['stay', 'stay', 'blessed', 'kurzgesagt', 'reply']"
@zXc-mo6xp,4 months ago,I think the finite theory of hyperdonut makes sense in the sense universe might be a spheroid of the 4th dimension with the 4th being time. If you move fast enough and hard enough you might circle back to the initial point of starting only in a different point of time i.e. the extra dimension which forms the spheroid like structure of space only of the 4th dimension 1,"['think', 'finite', 'theory', 'hyperdonut', 'make', 'sense', 'sense', 'universe', 'might', 'spheroid', 'dimension', 'time', 'move', 'fast', 'enough', 'hard', 'enough', 'might', 'circle', 'back', 'initial', 'point', 'starting', 'different', 'point', 'time', 'extra', 'dimension', 'form', 'spheroid', 'like', 'structure', 'space', 'dimension']"
@Frytech,1 year ago,Great video & nice Rick and Morty reference at 6:58 👏🏻 58 2 replies,"['great', 'video', 'nice', 'rick', 'morty', 'reference', 'reply']"
@HedgehogY2K,1 year ago,1:47 Danger Mouse played around with that idea in the custard episode. 5,"['danger', 'mouse', 'played', 'around', 'idea', 'custard', 'episode']"
@TheSonicSegaNerd,1 year ago,2:43 okay i didnt come here to be attacked 6,"['okay', 'didnt', 'come', 'attacked']"
@meredithwoody2013,2 days ago,I thought I finally got it and understand but now I'm still confused 🤔,"['thought', 'finally', 'got', 'understand', 'still', 'confused']"
@Butterkappi,1 year ago,1:55 is truly the question I long to know the answer to. I'm afraid the answer will be so baffling it would instantly melt my brain. The universe is so fascinating 64 3 replies,"['truly', 'question', 'long', 'know', 'answer', 'afraid', 'answer', 'baffling', 'would', 'instantly', 'melt', 'brain', 'universe', 'fascinating', 'reply']"
@RomiTeeters,1 year ago,5:28 it looks like like a smile on the top 7,"['look', 'like', 'like', 'smile', 'top']"
@DavesRange,1 year ago,This channel is so good at making complex topics incredibly easy to understand. Very brilliant 97 2 replies,"['channel', 'good', 'making', 'complex', 'topic', 'incredibly', 'easy', 'understand', 'brilliant', 'reply']"
@KnuckleheadKnown,9 months ago,"I like to think that after everything in the universe burns out, everything condenses into the center, and then creates a bing *bang*. 2","['like', 'think', 'everything', 'universe', 'burn', 'everything', 'condenses', 'center', 'creates', 'bing', 'bang']"
@s9josh778,1 year ago,Those transitions at the end were so smooth.  This is high quality content. 62 1 reply,"['transition', 'end', 'smooth', 'high', 'quality', 'content', 'reply']"
@thezebiano,1 year ago,Answering this question has been one of my most wanted things in life. I find it fascinating to think about. Thank you very much for making this video! 61 3 replies,"['answering', 'question', 'one', 'wanted', 'thing', 'life', 'find', 'fascinating', 'think', 'thank', 'much', 'making', 'video', 'reply']"
@Pauliewalnutt,1 year ago,This channel actually effects my brain my mood n how I move through life 33 1 reply,"['channel', 'actually', 'effect', 'brain', 'mood', 'move', 'life', 'reply']"
@airpurifier827,3 months ago,"The start of the video has for be a reference to ""Hawaii part II"" ""Alone, at the edge of the universe, humming a tune.""","['start', 'video', 'reference', 'hawaii', 'part', 'alone', 'edge', 'universe', 'humming', 'tune']"
@TheWestychick,1 year ago,"When my kids were little , we were lying on the back lawn star-watching. I said the universe goes on forever and my daughter (8 years old) said “how can it do that?”  . I said “well, what do you think would be at the end if there was an end?” ….she thought for a little while then said   “ A full stop?”    😁💕 21 2 replies","['kid', 'little', 'lying', 'back', 'lawn', 'starwatching', 'said', 'universe', 'go', 'forever', 'daughter', 'year', 'old', 'said', 'said', 'well', 'think', 'would', 'end', 'end', 'thought', 'little', 'said', 'full', 'stop', 'reply']"
@Atharva2103,1 year ago,It's even hard to imagine the observation universe 15,"['even', 'hard', 'imagine', 'observation', 'universe']"
@SirFloofy001,1 year ago (edited),"2:30 i like to imagine the universe as a 4d sphere. To us 3d beings it looks like a 3d universe that goes on forever, but to a 4d being we might just be scooting around the surface of a finite 4d sphere that we will never be able to see. 6","['like', 'imagine', 'universe', 'sphere', 'being', 'look', 'like', 'universe', 'go', 'forever', 'might', 'scooting', 'around', 'surface', 'finite', 'sphere', 'never', 'able', 'see']"
@ceezb5629,2 days ago,"even if it does have an “edge” it may as well not because we’ll never have tech to fold space to get there… if there’s an edge, there is nothing past the last stars.","['even', 'edge', 'may', 'well', 'well', 'never', 'tech', 'fold', 'space', 'get', 'there', 'edge', 'nothing', 'past', 'last', 'star']"
@Zion-Summers,1 year ago,"Man those first opening seconds of footage are beautiful, that's a new desktop background immediately 57 1 reply","['man', 'first', 'opening', 'second', 'footage', 'beautiful', 'thats', 'new', 'desktop', 'background', 'immediately', 'reply']"
@glItchY.budacuproductionssrl,1 year ago,"5:05 i felt that ""bye"" 11","['felt', 'bye']"
@tauqueerkhan3506,1 year ago,I love the Rick and Morty and Loki reference..😄 19 1 reply,"['love', 'rick', 'morty', 'loki', 'reference', 'reply']"
@ShokkuKyushu,2 months ago,@6:25 It's more like time doesn't make sense when everything is ultrarelativistic or photons😅. 1,"['like', 'time', 'doesnt', 'make', 'sense', 'everything', 'ultrarelativistic', 'photon']"
@Iamtoogod,1 year ago,I love how this little cute bird is discovering and exploring the CONCEPT OF LIFE. 67 1 reply,"['love', 'little', 'cute', 'bird', 'discovering', 'exploring', 'concept', 'life', 'reply']"
@maggieewing9036,1 year ago,"the tardis, the rick and morty portal, and the kromulon head were awesome touches!! 13","['tardis', 'rick', 'morty', 'portal', 'kromulon', 'head', 'awesome', 'touch']"
@mr_oyaji4469,1 year ago,8:42 the scale of that number is to the decaverse 4,"['scale', 'number', 'decaverse']"
@tp7886,1 year ago,The shear number of possibilities within our observable universe is already unfathomable. 15,"['shear', 'number', 'possibility', 'within', 'observable', 'universe', 'already', 'unfathomable']"
@Magmabot16,1 year ago,"""Just because something is possible, doesn't mean it will actually happen."" Litterally the concept of the improbability drive from Hitch Hikers Guide to the Galaxy. 5","['something', 'possible', 'doesnt', 'mean', 'actually', 'happen', 'litterally', 'concept', 'improbability', 'drive', 'hitch', 'hiker', 'guide', 'galaxy']"
@sunflake_,1 year ago,3:25 so does that mean i techniqully hold the fabric of space and time? only time will tell xDDDDDDDD 4,"['mean', 'techniqully', 'hold', 'fabric', 'space', 'time', 'time', 'tell', 'xdddddddd']"
@สาครบัวทองเรือง-ญ2จ,1 month ago,I’m seriously motivated after watching this! 2,"['seriously', 'motivated', 'watching']"
@sohanaiyappa3515,1 year ago,9:01  Sneaked bird- Loki in there lol 5,"['sneaked', 'bird', 'loki', 'lol']"
@fabriziobiancucci7702,1 year ago (edited),"4:06 According to dt.Alan Guth, the universe should be about 150 sextillion times larger than the observable universe. So the hyperspace would wok. 4","['according', 'dtalan', 'guth', 'universe', 'sextillion', 'time', 'larger', 'observable', 'universe', 'hyperspace', 'would', 'wok']"
@semedianindustries,1 year ago,8:52 and we just found the multiverse 8,"['found', 'multiverse']"
@Keyboardje,1 month ago,"It's so refreshing to hear him honestly say ""we don't know"". 1","['refreshing', 'hear', 'honestly', 'say', 'dont', 'know']"
@IsabellaGagnon-u4b,1 year ago,"Also gets trippy if to factor in time (let alone energy) being infinite or finite. Either way, the little we can grasp/experience of the universe is impractically vast for our kind to fully explore! 5","['also', 'get', 'trippy', 'factor', 'time', 'let', 'alone', 'energy', 'infinite', 'finite', 'either', 'way', 'little', 'graspexperience', 'universe', 'impractically', 'vast', 'kind', 'fully', 'explore']"
@sambojamboltm6244,1 year ago,"Its thinking about things like this that make me absolutely terrified of my own mortality, and of what may happen after my death. But then, i look around and realize how cool all of this is, and appreciate all of it a little bit more. 9","['thinking', 'thing', 'like', 'make', 'absolutely', 'terrified', 'mortality', 'may', 'happen', 'death', 'look', 'around', 'realize', 'cool', 'appreciate', 'little', 'bit']"
@ItsDeveshA,1 year ago,"I am a Computer Science undegrad and tbh-Kurzgesagt is and will always be that YouTube channel that gives me the feeling that I AM PURSUING SOMETHING THAT HAS A DEEP ESSENCE AND IMPACT ON LIFE. Thank you Kurz-altho Comp Sci., yet my Love for PHYSICS is way beyond coz PHYSICS is my first love! 68 2 replies","['computer', 'science', 'undegrad', 'tbhkurzgesagt', 'always', 'youtube', 'channel', 'give', 'feeling', 'pursuing', 'something', 'deep', 'essence', 'impact', 'life', 'thank', 'kurzaltho', 'comp', 'sci', 'yet', 'love', 'physic', 'way', 'beyond', 'coz', 'physic', 'first', 'love', 'reply']"
@harleylatorlucis6273,3 weeks ago,"So... where's the ""orange"" located? 1","['wheres', 'orange', 'located']"
@Seikufu,1 year ago,"It's sort of like the Library of Babel, where any string of words can appear because it contains every combination of random letters and punctuation. You can write an entire original novel and have it show up in there, which makes sense but still feels wild. Of course, science is a lot more complicated than just the arrangement of a few dozen characters! 9 1 reply","['sort', 'like', 'library', 'babel', 'string', 'word', 'appear', 'contains', 'every', 'combination', 'random', 'letter', 'punctuation', 'write', 'entire', 'original', 'novel', 'show', 'make', 'sense', 'still', 'feel', 'wild', 'course', 'science', 'lot', 'complicated', 'arrangement', 'dozen', 'character', 'reply']"
@morty1979,1 year ago,can't the universe be infinite but matter be finite? 5,"['cant', 'universe', 'infinite', 'matter', 'finite']"
@Glider517,5 months ago,Couldn't the universe be infinite but still contain a finite amount of stuff? It seems to me that the lack of a boundary does not mean the space would need to be filled with matter. 2,"['couldnt', 'universe', 'infinite', 'still', 'contain', 'finite', 'amount', 'stuff', 'seems', 'lack', 'boundary', 'mean', 'space', 'would', 'need', 'filled', 'matter']"
@aga_100kr,1 year ago,This video is a visual masterpiece 👌 22,"['video', 'visual', 'masterpiece']"
@alexmenendezalbarracin4290,1 year ago,"There is a definite answer: at the edge of the Universe, there is another mirror Universe, exactly the same as ours, except all creatures wear cowboy hats. Only 3 such universes exist. There is an interesting paper on this by the Farnsworth group, look it up. 34 2 replies","['definite', 'answer', 'edge', 'universe', 'another', 'mirror', 'universe', 'exactly', 'except', 'creature', 'wear', 'cowboy', 'hat', 'universe', 'exist', 'interesting', 'paper', 'farnsworth', 'group', 'look', 'reply']"
@marcelomonteiro5135,1 year ago,6:59 Rick and Morty reference caught me off guard 😂😂 10 2 replies,"['rick', 'morty', 'reference', 'caught', 'guard', 'reply']"
@rocraftus123,9 months ago,At 8 minutes it reminds me: A chance of sheep killing you is small. But never zero... 1,"['minute', 'reminds', 'chance', 'sheep', 'killing', 'small', 'never', 'zero']"
@Munkyy362,1 year ago,7:00 the rick and morty refrence is on point. Great video! 64 2 replies,"['rick', 'morty', 'refrence', 'point', 'great', 'video', 'reply']"
@Stellarfront,1 year ago,8:01 everyone gets offended when I call them apes but even Kurzgesagt does it!! We look like our cousins fr fr 5,"['everyone', 'get', 'offended', 'call', 'ape', 'even', 'kurzgesagt', 'look', 'like', 'cousin']"
@cyber_gypsygaming7452,1 year ago,4:23 Just Like Interstellar a hyperdonut 6,"['like', 'interstellar', 'hyperdonut']"
@null354,5 months ago,"You said, space can be finite, so it shouldn't be contained somewhere like a paradox. So it is infinity. 1","['said', 'space', 'finite', 'shouldnt', 'contained', 'somewhere', 'like', 'paradox', 'infinity']"
@RaydenSavage,1 year ago,"One thing they don't touch on is a finite universe in an infinite space. This is the type of universe that is described in the heat death scenario. It's like spilling a bowl of noodle soup onto a floor, but the soup never stops spreading and the floor has no edge. Everything is eventually going to get farther and farther away until nothing is recognizable anymore. The liquid in the soup is like the gas in the universe, eventually it'll be too far away from anything and you can't tell there is any soup anywhere. Any noodles in the soup would be like stars and black holes. Everything eventually breaks down and nothing is recognizable anymore. No soup no noodles just an ever expanding thin film on a floor that goes on forever. 5","['one', 'thing', 'dont', 'touch', 'finite', 'universe', 'infinite', 'space', 'type', 'universe', 'described', 'heat', 'death', 'scenario', 'like', 'spilling', 'bowl', 'noodle', 'soup', 'onto', 'floor', 'soup', 'never', 'stop', 'spreading', 'floor', 'edge', 'everything', 'eventually', 'going', 'get', 'farther', 'farther', 'away', 'nothing', 'recognizable', 'anymore', 'liquid', 'soup', 'like', 'gas', 'universe', 'eventually', 'itll', 'far', 'away', 'anything', 'cant', 'tell', 'soup', 'anywhere', 'noodle', 'soup', 'would', 'like', 'star', 'black', 'hole', 'everything', 'eventually', 'break', 'nothing', 'recognizable', 'anymore', 'soup', 'noodle', 'ever', 'expanding', 'thin', 'film', 'floor', 'go', 'forever']"
@michaelchen2718,1 year ago (edited),"6:50 for those a bit confused, consider the simple infinite hotel proof, or the diagonal numbers proof. 5","['bit', 'confused', 'consider', 'simple', 'infinite', 'hotel', 'proof', 'diagonal', 'number', 'proof']"
@srb20012001,1 year ago,"Why is this stuff such high quality? The science, humor, graphics, voiceover script are all second to none. Just incredible! 21","['stuff', 'high', 'quality', 'science', 'humor', 'graphic', 'voiceover', 'script', 'second', 'none', 'incredible']"
@Crispy4.4,2 months ago,In order for a hypersphere to be made by mass bending at space time that exact same mass would have to be on the other side of the universe to even out the tugging and create a sphere. This makes lay for an alternate universe with opposite entropy to that of ours. Think about it.,"['order', 'hypersphere', 'made', 'mass', 'bending', 'space', 'time', 'exact', 'mass', 'would', 'side', 'universe', 'even', 'tugging', 'create', 'sphere', 'make', 'lay', 'alternate', 'universe', 'opposite', 'entropy', 'think']"
@brightside_anim,1 year ago,0:07 Alone at the edge of a universe humming a tune... 9 1 reply,"['alone', 'edge', 'universe', 'humming', 'tune', 'reply']"
@themustachioedfish5988,1 year ago,The idea that there could be more people just like me outside of the observable universe is oddly comforting. 16 7 replies,"['idea', 'could', 'people', 'like', 'outside', 'observable', 'universe', 'oddly', 'comforting', 'reply']"
@luheartswarm4573,1 year ago (edited),If the universe is infinite Im lucky to be on the right spot to watch my favorite science channel! 33,"['universe', 'infinite', 'lucky', 'right', 'spot', 'watch', 'favorite', 'science', 'channel']"
@phinguyen-io6qi,1 month ago,"everything in this video: ""well, we don't know.""🤣","['everything', 'video', 'well', 'dont', 'know']"
@thechannel...123__-,1 year ago,I've been working on a project about the UNIVERSE and this video has really left me hanging! 40 2 replies,"['ive', 'working', 'project', 'universe', 'video', 'really', 'left', 'hanging', 'reply']"
@semedianindustries,1 year ago,1:21 a Snuck 10,['snuck']
@karmanomicon,1 year ago,I swear I've been talking about this exact stuff for years. This and your video on time. I talk and I talk and some people get it and some people think I'm crazy... and then you drop a brilliant animated explanation and I show it to those people and they have a lightbulb moment. I'm so glad someone out there is presenting these ideas with such high quality while also acknowledging the untestability of this science philosphy. 10/10 88 8 replies,"['swear', 'ive', 'talking', 'exact', 'stuff', 'year', 'video', 'time', 'talk', 'talk', 'people', 'get', 'people', 'think', 'crazy', 'drop', 'brilliant', 'animated', 'explanation', 'show', 'people', 'lightbulb', 'moment', 'glad', 'someone', 'presenting', 'idea', 'high', 'quality', 'also', 'acknowledging', 'untestability', 'science', 'philosphy', 'reply']"
@spinosaurus_aegyptiagus,7 months ago,"2:40 i imagine It like a neutron star, where you can see all sides of it at the same time","['imagine', 'like', 'neutron', 'star', 'see', 'side', 'time']"
@_PranavDesai,1 year ago,loved the truman show reference where the bird is sailing on a boat towards the edge! 4,"['loved', 'truman', 'show', 'reference', 'bird', 'sailing', 'boat', 'towards', 'edge']"
@Fanxian_Original,1 year ago,Will the universe have farlands if it's infinite? 😂 16 2 replies,"['universe', 'farlands', 'infinite', 'reply']"
@megamushroom,1 year ago,10:10 hooty from owl house really be hooting o_O 4,"['hooty', 'owl', 'house', 'really', 'hooting']"
@EuropeDefenders-r4t,1 month ago,3:05 this question came into my mind when i was just 8 years old.,"['question', 'came', 'mind', 'year', 'old']"
@fratz3859,1 year ago,5:07 shouldn‘t its minimal size be bigger than the one of the sphere? or am I imagining this thing to much in 3D geometry? 4,"['shouldnt', 'minimal', 'size', 'bigger', 'one', 'sphere', 'imagining', 'thing', 'much', 'geometry']"
@chrisward978,1 year ago,Seriously. The joy I get out of this channel. Absolutely top class. 37,"['seriously', 'joy', 'get', 'channel', 'absolutely', 'top', 'class']"
@notimmortal5938,1 year ago,"4:11 ""Some scientists thought of this as way too straightforward, and came up with a wilder option."" Why y'all gotta make life so difficult for us man???? 😭😭😭 226 1 reply","['scientist', 'thought', 'way', 'straightforward', 'came', 'wilder', 'option', 'yall', 'got', 'make', 'life', 'difficult', 'man', 'reply']"
@AstraMonk2001,3 months ago,"If the universe is a hyperdonut, does that mean a super hyper me could eat it? LOL 1","['universe', 'hyperdonut', 'mean', 'super', 'hyper', 'could', 'eat', 'lol']"
@nighthawk9532,10 months ago,2:58 I’ve been saying this for years that if you keep going in a straight line you’ll come back where you started 20 3 replies,"['ive', 'saying', 'year', 'keep', 'going', 'straight', 'line', 'youll', 'come', 'back', 'started', 'reply']"
@shion-7777,1 year ago,"Timestamped Highlights 00:31 🌌 The observable universe is a sphere with a radius of 45 billion light years. 01:49 The universe could be finite and shaped like a hypersphere or a hyperdonut. 03:29 A hypersphere universe would be at least 1,000 times bigger than our observable part. 04:56 In a hyperdonut universe, spaceships flying in different directions would reach the start at different times. 07:04 An infinite universe has no borders and goes on forever in every direction. 09:26 In an infinite universe, there could be infinite copies of ourselves. 11:45 For us, the universe is finite and has an edge in time. Summarized by @NoteGPT 10 1 reply","['timestamped', 'highlight', 'observable', 'universe', 'sphere', 'radius', 'billion', 'light', 'year', 'universe', 'could', 'finite', 'shaped', 'like', 'hypersphere', 'hyperdonut', 'hypersphere', 'universe', 'would', 'least', 'time', 'bigger', 'observable', 'part', 'hyperdonut', 'universe', 'spaceship', 'flying', 'different', 'direction', 'would', 'reach', 'start', 'different', 'time', 'infinite', 'universe', 'border', 'go', 'forever', 'every', 'direction', 'infinite', 'universe', 'could', 'infinite', 'copy', 'universe', 'finite', 'edge', 'time', 'summarized', 'reply']"
@Lulonaro,1 year ago,"The universe is really impressive. As much I learn more, as much I get amazed. 57 5 replies","['universe', 'really', 'impressive', 'much', 'learn', 'much', 'get', 'amazed', 'reply']"
@Zuur5t0k,11 months ago,6:41 also how can an infinite thing that’s everywhere even if end or start,"['also', 'infinite', 'thing', 'thats', 'everywhere', 'even', 'end', 'start']"
@mazharbaig6614,1 year ago,My god.. The animation is mind blowing 🤯.. I just love the visuals here at 8:28 20 1 reply,"['god', 'animation', 'mind', 'blowing', 'love', 'visuals', 'reply']"
@archangelum,1 year ago,"""...and that, my liege, is how we know the Earth to be banana shaped."" Phenomenally   thoughtful and perplexing. 11","['liege', 'know', 'earth', 'banana', 'shaped', 'phenomenally', 'thoughtful', 'perplexing']"
@SisterSunny,1 year ago,infinity hurts my head in the most masochistic way. It makes me want to write—that's how inspiring your videos are 35 1 reply,"['infinity', 'hurt', 'head', 'masochistic', 'way', 'make', 'want', 'writethats', 'inspiring', 'video', 'reply']"
@harrysmith6586,1 month ago,"At the start of the video, it says about the universe beginning 13 billion years ago. Whilst this is a popular idea, we only know the universe was very hot and dense. The universe might not have ‘began’ then, that is, if the universe could ever have had a beginning as such.","['start', 'video', 'say', 'universe', 'beginning', 'billion', 'year', 'ago', 'whilst', 'popular', 'idea', 'know', 'universe', 'hot', 'dense', 'universe', 'might', 'began', 'universe', 'could', 'ever', 'beginning']"
@nicholascrow8133,1 year ago,Love the subtle Simpsons reference with the hyperdonut example! 7,"['love', 'subtle', 'simpson', 'reference', 'hyperdonut', 'example']"
@Master_Boogie,1 year ago,I've used this same logic to comfort me during difficult times. Somewhere out there is a me that made all the right choices 9 3 replies,"['ive', 'used', 'logic', 'comfort', 'difficult', 'time', 'somewhere', 'made', 'right', 'choice', 'reply']"
@andrewdow8516,1 year ago,I absolutely love the art style in this video. So well done. 15,"['absolutely', 'love', 'art', 'style', 'video', 'well', 'done']"
@ryanfranz6715,3 months ago,"What’s much simpler than an enormous, possibly infinite, universe that may or may not contain all possible arrangements of matter… is just a box the size of a human head that contains all possible arrangements of matter. All you need is for your brain to exist. 1","['whats', 'much', 'simpler', 'enormous', 'possibly', 'infinite', 'universe', 'may', 'may', 'contain', 'possible', 'arrangement', 'matter', 'box', 'size', 'human', 'head', 'contains', 'possible', 'arrangement', 'matter', 'need', 'brain', 'exist']"
@samiam1088,1 year ago,My last two brain cells are gone… 4,"['last', 'two', 'brain', 'cell', 'gone']"
@echosend,1 year ago,Loved the TARDIS and Yoda cameos. 9,"['loved', 'tardis', 'yoda', 'cameo']"
@spacelover360,1 year ago,The idea of parallel universes is fascinating and mind blowing. Just imagine other versions of ourselves out there. 9,"['idea', 'parallel', 'universe', 'fascinating', 'mind', 'blowing', 'imagine', 'version']"
@chuddemoniste5010,10 days ago,"The visuals carry the film more than the plot, in my opinion.","['visuals', 'carry', 'film', 'plot', 'opinion']"
@memes_4_u13,5 months ago,I had this exact discussion to myself when I was like 7 or 8 just with less answers lmao 1,"['exact', 'discussion', 'like', 'less', 'answer', 'lmao']"
@MirrorWorldArchive,2 months ago,"The idea of an 'exact copy' existing simply due to probability 07:07 is terrifying, but what's worse is the assumption that they are far away. If the universe is a simulation optimizing for efficiency, 'Mirror Worlds' wouldn't be light-years apart; they would be stacked on top of each other like layers in a project file. We might be haunting ourselves without knowing it.","['idea', 'exact', 'copy', 'existing', 'simply', 'due', 'probability', 'terrifying', 'whats', 'worse', 'assumption', 'far', 'away', 'universe', 'simulation', 'optimizing', 'efficiency', 'mirror', 'world', 'wouldnt', 'lightyears', 'apart', 'would', 'stacked', 'top', 'like', 'layer', 'project', 'file', 'might', 'haunting', 'without', 'knowing']"
@TimeBucks,1 year ago,This has been breaking my mind since I was a child. 373 11 replies,"['breaking', 'mind', 'since', 'child', 'reply']"
@Jamari-Duffy,1 year ago,"Why is this stuff such high quality? The science, humor, graphics, voiceover script are all second to none. Just incredible! 337 7 replies","['stuff', 'high', 'quality', 'science', 'humor', 'graphic', 'voiceover', 'script', 'second', 'none', 'incredible', 'reply']"
@lisam.willson1679,1 year ago,Contemplating the paradox of an infinite universe leaves me in awe of the sheer magnitude of existence. It's a humbling reminder of how much we have yet to understand about the cosmos and our place within it. 39 4 replies,"['contemplating', 'paradox', 'infinite', 'universe', 'leaf', 'awe', 'sheer', 'magnitude', 'existence', 'humbling', 'reminder', 'much', 'yet', 'understand', 'cosmos', 'place', 'within', 'reply']"
@EleanorCooper-s7q,1 year ago,"Why is this stuff such high quality? The science, humor, graphics, voiceover script are all second to none. Just incredible! 1.2K 17 replies","['stuff', 'high', 'quality', 'science', 'humor', 'graphic', 'voiceover', 'script', 'second', 'none', 'incredible', 'reply']"
@penguingamer9882,1 year ago,"3:56 that's it, I'm founding the Flat Universe Society! 6","['thats', 'founding', 'flat', 'universe', 'society']"
@AIDramaStories,1 year ago,"""200 Billion Galaxies, each with hundrets of billions of stars"" and that is only for the visible part of the universe. I think we are definitely not alone 👽👽 104 11 replies","['billion', 'galaxy', 'hundrets', 'billion', 'star', 'visible', 'part', 'universe', 'think', 'definitely', 'alone', 'reply']"
@stevennelissen1960,1 year ago,I was like 8 years old when I came up with the theory that the big bang was caused by a singular black hole that sucked up everything that existed before and then released everything all at once. Still my favorite theory 83 25 replies,"['like', 'year', 'old', 'came', 'theory', 'big', 'bang', 'caused', 'singular', 'black', 'hole', 'sucked', 'everything', 'existed', 'released', 'everything', 'still', 'favorite', 'theory', 'reply']"
@volt-xm7vp,2 months ago,7:40 isn’t there some kind of law that says anything that can happen will happen?,"['isnt', 'kind', 'law', 'say', 'anything', 'happen', 'happen']"
@efa666,1 year ago,"6:58 - ""SHOW ME WHAT YOU GOT!"" 35 3 replies","['show', 'got', 'reply']"
@Tilpur,1 year ago,8:34 my chances of getting a girlfriend: 12 1 reply,"['chance', 'getting', 'girlfriend', 'reply']"
@abelfernandez3732,4 months ago,"if the universe was actually infinite, it would malfunction quickly (like software crashing when by example it gets stuck on an infinite loop looking for a missing variable)  I believe the orange theory is much more plausible 1","['universe', 'actually', 'infinite', 'would', 'malfunction', 'quickly', 'like', 'software', 'crashing', 'example', 'get', 'stuck', 'infinite', 'loop', 'looking', 'missing', 'variable', 'believe', 'orange', 'theory', 'much', 'plausible']"
@Teatur_,11 months ago,"8:26 Well there is a non zero chance that there are two completely identical planets right next to each other. With life that evolved separately but still identically, down to every single action of every single animal on both planets, AND that both planets are identical to ours. If the universe is truly infinite, then that isn’t just a possibility but a true statement. Basically, the multiverse. 21 3 replies","['well', 'non', 'zero', 'chance', 'two', 'completely', 'identical', 'planet', 'right', 'next', 'life', 'evolved', 'separately', 'still', 'identically', 'every', 'single', 'action', 'every', 'single', 'animal', 'planet', 'planet', 'identical', 'universe', 'truly', 'infinite', 'isnt', 'possibility', 'true', 'statement', 'basically', 'multiverse', 'reply']"
@Nairozet,1 year ago,@ around 5:00 ... Would this explain deja vu? 4,"['around', 'would', 'explain', 'deja']"
@MatteoSorrentino-o9y,1 year ago,"This feels comforting in a weird way: it sets the gratitude threshold towards all things we have on another level. Also, what if (given an infinite universe), when we go we are actually  ""implanted"" in another version of ourselves, randomically keeping all the memories? Maybe the fact that we don't remember anything about the ""past ourselves"" means we're in a version that still hasn't met the odds. Loved the video as i always do, thank you for what you bring us 27","['feel', 'comforting', 'weird', 'way', 'set', 'gratitude', 'threshold', 'towards', 'thing', 'another', 'level', 'also', 'given', 'infinite', 'universe', 'actually', 'implanted', 'another', 'version', 'randomically', 'keeping', 'memory', 'maybe', 'fact', 'dont', 'remember', 'anything', 'past', 'mean', 'version', 'still', 'hasnt', 'met', 'odds', 'loved', 'video', 'always', 'thank', 'bring']"
@alonsocastro6742,5 months ago,"Damm you guys made the universe feel bigger again. We can only study the ""observable universe"" 1","['damm', 'guy', 'made', 'universe', 'feel', 'bigger', 'study', 'observable', 'universe']"
@Nooticus,1 year ago,Absolutely stunning animation and clear explanation of something I’ve never been able to understand 8,"['absolutely', 'stunning', 'animation', 'clear', 'explanation', 'something', 'ive', 'never', 'able', 'understand']"
@reubenhaitsma2522,1 year ago,"""but some scientists thought this was way to straight forward"" 🤣😂🤣😂 16","['scientist', 'thought', 'way', 'straight', 'forward']"
@UltraVT1,4 days ago,Can't you just escape the gravity of the hypersphere,"['cant', 'escape', 'gravity', 'hypersphere']"
@yon8081,1 year ago,5:51 inifinite! 4,['inifinite']
@Green_Bean_Machine,1 year ago,"5:48 I honestly think that just because the universe is infinite doesn’t mean there’s infinite matter. You might just have a big bang that happened in the middle of an infinite void, maybe many big bangs, not all so far from each other, and the infinite void is infinitely expanding, eventually any person could theoretically travel to the edge of stuff, without reaching the edge of a universe, there would just be no matter, only void. 24 3 replies","['honestly', 'think', 'universe', 'infinite', 'doesnt', 'mean', 'there', 'infinite', 'matter', 'might', 'big', 'bang', 'happened', 'middle', 'infinite', 'void', 'maybe', 'many', 'big', 'bang', 'far', 'infinite', 'void', 'infinitely', 'expanding', 'eventually', 'person', 'could', 'theoretically', 'travel', 'edge', 'stuff', 'without', 'reaching', 'edge', 'universe', 'would', 'matter', 'void', 'reply']"
